,building_name,sold_price,building_beds,building_baths,redfin_estimates,building_location,property_type,property_size,walking_score,transit_score,bike_score,building_description,building_website
176,106 Winham Ave,"425,000",2,1,"489,252","Staten Island,NY",Single Family Residential,"7,250 ",52.0,61.0,66.0,"""Public Remarks: Nice size ranch sits on 50 x 145 property, on beautiful tree lined street in New Dorp. Fully detached garage. Plenty of room for expansion or roof raiser.""",https://www.redfin.com/NY/Staten-Island/106-Winham-Ave-10306/home/56122509
177,2080 Barnes Ave Unit 4G,"255,000",2,1,"264,447","BRONX,NY",Condo/Co-op,,94.0,90.0,77.0,"""Magnificent Move in ready 2 Bedroom 1 Bath Co op in the heart of the Pelham Parkway section of the Bronx. This beautiful unit is full of character offering a spacious living room, drench with natural sun light, formal dining area, great size eat in kitchen, polished hardwood floors throughout, freshly painted, 2 large bedrooms, on site super, waiting list for indoor garage parking and common laundry. Conveniently located walking distance to the 2# & 5# subway lines, multiple express bus lines that go into Manhattan within minutes, shopping hubs, The Bronx Zoo, Public Parks, near Fordham University, Botanical Gardens, Major highways, Municipal parking lots and diversity of Restaurants.""",https://www.redfin.com/NY/The-Bronx/2080-Barnes-Ave-10462/unit-4G/home/171579800
178,109-15 217th St,"685,000",7,4.5,"746,561","Queens Village,NY",Single Family Residential,"4,000 ",77.0,71.0,59.0,"""!!! FULLY GUT RENOVATED TOP TO BOTTOM DET ONE FAMILY HOUSE IN QUEEN VILLAGE !!!""",https://www.redfin.com/NY/Queens/109-15-217th-St-11429/home/20736924
179,680 81 St Unit 2C,,1,1,"285,922","Brooklyn,NY",Condo/Co-op,,89.0,87.0,69.0,"""One of the most desirable areas of Brooklyn, Dyker Heights! One bedroom co-op in a pre-war elevator building. Fully renovated, bright and spacious unit with beautiful hardwood floors throughout. Fully upgraded modern kitchen with window, quartz countertops, stainless steel appliances and pantry. Spacious bedroom with two windows. Beautifully renovated bathroom. Apartment has its own thermostat for heat control. Very low maintenance of $467/m. Building has on site laundry, gym and shared courtyard.""",https://www.redfin.com/NY/Brooklyn/680-81-St-11228/unit-2C/home/109564533
180,148 Hoffman Ave,"360,000",2,1.5,"443,136","Elmont,NY",Single Family Residential,"3,000 ",59.0,44.0,47.0,"""Beautiful Colonial Home in Elmont NY. Livingroom, spacious kitchen and Half a bath on the first floor. Generous basement, 2 large bedrooms and a full bathroom on the second floor. Private Garage and driveway with big backyard.""",https://www.redfin.com/NY/Elmont/148-Hoffman-Ave-11003/home/20471395
181,28 Farrell Ct,"480,000",3,2,"497,011","Staten Island,NY",Single Family Residential,"1,526 ",65.0,65.0,53.0,"""Public Remarks: LOCATED ON A PRIVATE CUL DE SAC IS THIS METICULOUSLY MAINTAINED TOWNHOUSE WITH GARAGE, COUNTRY KITCHEN HAS SLIDING GLASS DOORS TO TREX DECK  AND YARD. WINDOWS AND DOORS HAVE BEEN REPLACED. TOTALLY RENOVATED MASTER BATH WITH SKYLIGHT. TOWNHOUSE ALSO FEATURES  MASTER BEDROOM WITH CATHEDRAL CEILINGS AND FINISHED BASEMENT. SHORT DISTANCE TO TRAINS, BUSES AND STORES.""",https://www.redfin.com/NY/Staten-Island/28-Farrell-Ct-10306/home/56053919
182,120 Perry Ave,"490,000",2,2,"534,191","Staten Island,NY",Single Family Residential,"4,920 ",85.0,59.0,41.0,"""Public Remarks: Affordable 2BR Ranch on Lovely Street Near All Conveniences, Extra-Deep Yard, Semi-Finished Basement With Bath, Central Air, 2 Heating Systems, Remodel or Roof Raise!""",https://www.redfin.com/NY/Staten-Island/120-Perry-Ave-10314/home/56116495
183,104-11 197th St,"610,000",4,2,"663,657","St. Albans,NY",Multi-Family (2-4 Unit),"4,000 ",67.0,68.0,50.0,"""Here's Your Must See Updated 2 Family Home! Centrally Located, This Home Welcomes You With Beautiful Hardwood Floors, Updated Kitchens, A Finished Basement With Bonus Areas, Brand New Roof!....2 Stainless Steel Stoves will be installed by seller.""",https://www.redfin.com/NY/Queens/104-11-197th-St-11412/home/20742615
184,30 Gridley Ave,"390,000",3,1,"442,104","Staten Island,NY",Single Family Residential,"6,550 ",68.0,59.0,50.0,"""Public Remarks: BUILDERS!!!      50X131 LOT. SUB-DIVIDABLE FOR TWO DETACHED HOMES. .. .. .. . HOME BUYERS!!!      A THREE BEDROOM COLONIAL WITH HARDWOOD FLOORS ON 6,550 SQUARE FOOT LOT IN A PARK LIKE SETTING. DETACHED GARAGE AND PATIO. .. .. .""",https://www.redfin.com/NY/Staten-Island/30-Gridley-Ave-10303/home/56051614
185,880 Boynton Ave Unit 13M,"210,000",1,1,"219,350","BRONX,NY",Condo/Co-op,,73.0,83.0,62.0,"""Feel like you're living in a high rise Manhattan building without paying the Manhattan price tag! Beautiful 1 bedroom, 1 bath with updated kitchen, dining area and living room. Plenty of closets throughout the apartment provide great storage opportunity. The bright, sunny master bedroom features plenty of closet space. Tasteful fixtures and new hardwood flooring throughout the apartment tie up the the upgrades made to this unit. Nothing to do but move in! Laundry room in the building and 24 hour security No wait list for parking. Low monthly maintenance includes all utilities. Close to transportation, shopping, schools and parks. Make an appointment to see this unit today! M&T Bank provides financing for this complex. NO BOARD APPROVAL REQUIRED.""",https://www.redfin.com/NY/The-Bronx/880-Boynton-Ave-10473/unit-13M/home/45489084
186,40 Rumson Rd,"422,000",3,2,"440,839","Staten Island,NY",Condo/Co-op,,56.0,61.0,57.0,"""Public Remarks: Beautiful condo in the desirable Oaks at Latourette. Just drop your bags. Home has brand new gorgeous spa-like master bath. Kitchen has newer appliances and quartz countertops. Professionally landscaped private backyard with pavers and easy access from kitchen. New living room carpet Hot water heater 2yrs. old. Move in condition. Nothing to do!  Must See!""",https://www.redfin.com/NY/Staten-Island/40-Rumson-Rd-10314/home/56083309
187,487 Onderdonk Ave,"1,430,000",10,6,"1,437,240","Ridgewood,NY",Multi-Family (2-4 Unit),,91.0,95.0,78.0,"""Ridgewood Building for Sale Features 6 Units. Store front Unit on Ground level and 5 Residential Units Each with 2 Bedroom, 1 Full Bath, Eat in Kitchen, Living Room, and Hardwood Floor Throughout. Building Also Features Full Basement. Great Location Close to Stores and Transportation.""",https://www.redfin.com/NY/Ridgewood/487-Onderdonk-Ave-11385/home/171868733
188,83 Houston St,"475,000",3,2,"537,123","Staten Island,NY",Single Family Residential,"2,500 ",76.0,61.0,48.0,"""Public Remarks: Conveniently located! Walk to shopping, public transportation, schools  &  parks. Also quick access to expressway. This Immaculate colonial home offers 3 bedrooms with 2 fully tiled baths, finished basement, hw floors under carpet, attic storage and  nice yard with driveway. Get ready to pack your bags and move right in!""",https://www.redfin.com/NY/Staten-Island/83-Houston-St-10302/home/56051791
189,,,,,,,,,,,,,https://www.redfin.com/NY/Brooklyn/133-Dumont-Ave-11212/home/108547444
190,2250 Brigham St Unit 5C,,1,1,,"Brooklyn,NY",Condo/Co-op,,87.0,64.0,61.0,"""Marine Park!ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â  ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â  Bright and airy 1 Bedroom Apartment, Large LR, Large EiK, Lots of closets.ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â  Maintanence includes gas, electric, water and TAXES!!    Close to All!!!""",https://www.redfin.com/NY/Brooklyn/2250-Brigham-St-11229/unit-5C/home/169594112
191,146-21 15th Ave,"925,000",4,2,"994,493","Whitestone,NY",Multi-Family (2-4 Unit),"5,042 ",79.0,58.0,48.0,"""Lovely 5 Bedroom Home in Whitestone. Features a Living Room, Formal Dining Room, Kitchen, Basement with Washer/Dryer and Full Finished Attic. Carpeted, Hardwood and Tiled Flooring Throughout. Large Driveway and 2 Car Garage. Conveniently Located Near Shopping, Buses and Highways!""",https://www.redfin.com/NY/Whitestone/14621-15th-Ave-11357/home/20862019
192,19 Savo Ln,"515,000",2,2,"532,576","Staten Island,NY",Single Family Residential,"1,189 ",66.0,69.0,69.0,"""Public Remarks: Lovely multi-level townhouse. Minutes to the VZ Bridge. Entry, garage, living room, dining room, laundry area, step up mater bedroom, full bath, hallway/skylight, bedroom. Family room could possibly be utilized as a third bedroom, fireplace, crawl space for storage, sliders to rear yard. Central air, close to shopping and transportation.""",https://www.redfin.com/NY/Staten-Island/19-Savo-Ln-10305/home/56027194
193,9902 3 Ave Unit 6R,,1,1,"242,332","Brooklyn,NY",Condo/Co-op,,91.0,86.0,76.0,"""Priced to Sell & Ready to Move in! This is a 1 Bedroom, 1 Bathroom Coop in an elevator building on the 6th Floor. This unit spans approximately 600 Sq Ft and is in Excellent Condition! Heat and Hot Water are included in the Maintenance fee, which is nominal at $634 approximately. Hardwood and tile flooring makes up the floor styles for this apartment. This unit comes with a sufficient amount of Closet Space. Close to everything on 3rd Avenue and down the road from Shore Rd. which boasts pleasant views of the Verrazano Narrows Bridge as well as lovely greenery along its esplanade. Express Bus Service to and from the city as a more pleasant alternative to the R train makes commuting for residents an enjoyable and less stressful experience. Parking and Storage is waiting list. Pet Friendly Building with an emphasis on breed and weight limit. Make this your next home and/ or addition to your real estate investment portfolio.""",https://www.redfin.com/NY/Brooklyn/9902-3rd-Ave-11209/unit-6R/home/169504041
194,404 Cromwell Ave,"415,000",3,2,"509,840","Staten Island,NY",Single Family Residential,"1,940 ",67.0,68.0,61.0,"""Public Remarks: ALL BRICK 3 BEDROOM SPACIOUS SEMI  INCLUDES 2 KITCHENS, NEW BATHS, OVERSIZED LIVING ROOM AND DINING ROOM. CLOSE TO SHOPPING AND TRANSPORTATION""",https://www.redfin.com/NY/Staten-Island/404-Cromwell-Ave-10305/home/56109377
195,1581 Castleton Ave,"485,000",5,2,"538,759","Staten Island,NY",Single Family Residential,"3,742 ",90.0,67.0,49.0,"""Public Remarks: Huge 5 Bedroom detached colonial style home located in Port Richmond! House boasts of a Large full size attic, Spacious basement with a separate entrance, big backyard, 2 Car Detached Garage, and up to 3 Car Driveway!""",https://www.redfin.com/NY/Staten-Island/1581-Castleton-Ave-10302/home/56119596
196,2701 Goethals Rd N Unit E19,"185,000",3,2,"347,996","Staten Island,NY",Single Family Residential,,32.0,51.0,33.0,"""Public Remarks: This end unit is the largest fully renovated house on this quiet block. New kitchen with granite counter tops and high end stainless steel appliances. 3 bedrooms, 2 bathrooms, washer and dryer. New air condition compressor, new 50 gallon hot water heater. 4 cars can be parked at the house. Nice quiet and clean community with spectacular views of the water. A must see!!! The owner financing is available with 50% down payment and must have good credit. Maintenance fee includes, land rental, water, sewer, taxes, garbage collection  &  snow removal""",https://www.redfin.com/NY/Staten-Island/2701-Goethals-Rd-N-10303/unit-E19/home/148223607
197,127 Emmet Ave,"600,000",3,2,"658,513","Staten Island,NY",Single Family Residential,"8,160 ",34.0,66.0,42.0,"""Public Remarks: 19279R: Location Location Location!! Looking for a large single family side hall colonial detached home, in desirable Bay Terrace/Oakwood above Hylan Blvd, with over 2,400 square feet of living space? Then this is the ONE!! 1st flr features: Living Room, Dining Room with sliders leading to patio and large yard, Eat in Kitchen with island  &  access to basement. 2nd flr: Main Full Bath, 3 generous size bedrooms, Master Bedroom has a 3/4 private bath + Attic for storage. Full Finished basement, attached garage, Central Air, hardwood floors thru out including 2nd level under carpet. Property is 95x85. Convenient to train, buses, &  shopping. This home is a must see.""",https://www.redfin.com/NY/Staten-Island/127-Emmet-Ave-10306/home/56071085
198,288 Brookfield Ave,"710,000",3,3,"744,110","Staten Island,NY",Multi-Family (2-4 Unit),"4,160 ",59.0,63.0,43.0,"""Public Remarks: Large and Lovely 2 family semi corner of Barlow ave in beautiful Great Kills. Property 30x130. Home Features Large entry with garage entry and stairs to full mostly finished basement with 3/4 Bath + Laundry Room with access to beautiful yard with patio + vinyl fence. Three nice size bedrooms. Master bedroom has private 1/2 Bath. Full bath has corian counter tops, high hats in 2 bedrooms, hardwood floors throughout, Newer front Bow Pella Window, Newer Anderson windows throughout, newer roof, sprinkler system, Newer central air in master + tenant apartment, updated heating system, newer hot water heater, attic storage plus fan.""",https://www.redfin.com/NY/Staten-Island/288-Brookfield-Ave-10308/home/56030438
199,20 Keats St,"537,000",4,2,"591,777","Staten Island,NY",Single Family Residential,"3,900 ",82.0,64.0,57.0,"""Public Remarks: Great location for this welcoming 4 bedroom cape. 4 bedrooms (3 upstairs), baseboard heat, eat in kitchen, all wood floors, 2 full baths, large dining room, 3 car driveway, &  large detached garage. Near shopping and transportation. Perfect location for a roof raise. LEVEL 1: DR, LR, EIK, full bath, bedroom, access to deck. LEVEL 2: 3 Bedrooms, full bath. BASEMENT: Full unfinished, storage, utilities, washer/dryer.""",https://www.redfin.com/NY/Staten-Island/20-Keats-St-10308/home/56077398
200,490 Clove Rd Unit 3c,"245,000",1,1,"251,191","Staten Island,NY",Condo/Co-op,,78.0,64.0,59.0,"""Public Remarks: WELL MAINTAINED CONDITION 1 BEDROOM CONDO WITH FRONT BALCONY AND LOW MAINTENANCE FEE COVERS WATER AND SEWERS, WALKING DISTANCE TO CLOVE LAKE PARK. CONDO HAS ASSIGNED PARKING, PRIVATE STORAGE RM IN THE BASEMENT, LAUNDRY FACILITY IN BUILDING, CLOSE TO SHOPS AND BUSES, MINUTES TO HIGHWAY/ VERRAZZANO BRIDGE. WHY PAY RENT!""",https://www.redfin.com/NY/Staten-Island/490-Clove-Rd-10310/unit-3C/home/56113458
201,161 Ocean Ave,"585,000",4,3,"600,911","Valley Stream,NY",Multi-Family (2-4 Unit),"4,080 ",57.0,50.0,44.0,"""Excellent updated 2 family home.   Vacant and ready to be moved into.  Spacious corner property with a private driveway fitting 2 cars and a 1 car garage.  Nice hardwood floors. Boiler is 5 years new!""",https://www.redfin.com/NY/Valley-Stream/161-Ocean-Ave-11580/home/20413296
202,84-51 Beverly Rd Unit 4E,"280,000",1,1,"285,165","Kew Gardens,NY",Condo/Co-op,,95.0,100.0,59.0,"""Move in condition 800 sf one bedroom coop apartment in one of the best buildings in Kew Gardens. Short walking distance to LIRR and SUBWAY, supermarket, restaurants, cinema. Very quiet and bright. PRICED FOR QUICK SALE. TAKE ACTION BEFORE TO LATE !!!""",https://www.redfin.com/NY/Kew-Gardens/84-51-Beverly-Rd-11415/unit-4E/home/20629058
